2012-02-04,-0.08589999999999964,0.5918000000000001,-0.006700000000000372,0.10960000000000036,-0.24580000000000002,0.3346999999999998,100,100,100,100,65,66,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,22,0,0,0,11,7,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,31,0,0,0,13,6,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,25,0,0,0,10,9,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,28,0,0,0,24,5,0,21,0,0,0,0,0,9,7,0,4,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,2,0,0,2,0,2,5,0,8,0,4,0,2,1,0,5,0,0,0,0,0,0,5,0,7,0,3,0,0,2,5,0,0,0,0,0,4,3,0,0,0,3,0,0,6,0,4,4,0,6,0,6,0,1,0,0,7,0,0,0,
2012-02-05,-0.18460000000000054,0.024399999999999977,0.5918000000000001,-0.006700000000000372,0.10960000000000036,-0.24580000000000002,100,100,100,100,100,65,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,13,4,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,22,0,0,0,11,7,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,31,0,0,0,13,6,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,25,0,0,0,10,9,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,28,0,0,0,24,5,0,21,0,0,0,0,0,9,7,0,4,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,2,0,0,2,0,2,5,0,8,0,4,0,2,1,0,5,0,0,0,
2012-02-06,-0.23529999999999962,-0.14069999999999983,0.024399999999999977,0.5918000000000001,-0.006700000000000372,0.10960000000000036,70,100,100,100,100,100,0,0,1,8,0,4,0,5,3,0,2,6,0,1,0,0,0,2,1,0,0,0,1,0,0,6,0,5,0,0,5,0,4,0,2,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,13,4,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,22,0,0,0,11,7,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,31,0,0,0,13,6,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,25,0,0,0,10,9,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,28,0,0,0,24,5,0,21,0,0,0,
2012-02-07,0.23650000000000038,-0.08589999999999964,-0.14069999999999983,0.024399999999999977,0.5918000000000001,-0.006700000000000372,68,70,100,100,100,100,0,0,7,10,0,6,0,1,0,0,2,4,0,0,0,0,0,1,3,0,0,0,1,0,0,3,0,4,0,0,7,0,4,0,4,0,0,11,0,0,0,0,0,1,8,0,4,0,5,3,0,2,6,0,1,0,0,0,2,1,0,0,0,1,0,0,6,0,5,0,0,5,0,4,0,2,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,13,4,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,22,0,0,0,11,7,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,31,0,0,0,13,6,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,25,0,0,0,10,9,0,18,0,0,0,
2012-02-08,-0.09000000000000075,-0.18460000000000054,-0.08589999999999964,-0.14069999999999983,0.024399999999999977,0.5918000000000001,100,68,70,100,100,100,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,23,0,0,0,8,4,0,35,0,0,0,0,0,7,10,0,6,0,1,0,0,2,4,0,0,0,0,0,1,3,0,0,0,1,0,0,3,0,4,0,0,7,0,4,0,4,0,0,11,0,0,0,0,0,1,8,0,4,0,5,3,0,2,6,0,1,0,0,0,2,1,0,0,0,1,0,0,6,0,5,0,0,5,0,4,0,2,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,13,4,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,22,0,0,0,11,7,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,31,0,0,0,13,6,0,24,0,0,0,
2012-02-09,0.23000000000000043,-0.23529999999999962,-0.18460000000000054,-0.08589999999999964,-0.14069999999999983,0.024399999999999977,100,100,68,70,100,100,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,8,6,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,23,0,0,0,8,4,0,35,0,0,0,0,0,7,10,0,6,0,1,0,0,2,4,0,0,0,0,0,1,3,0,0,0,1,0,0,3,0,4,0,0,7,0,4,0,4,0,0,11,0,0,0,0,0,1,8,0,4,0,5,3,0,2,6,0,1,0,0,0,2,1,0,0,0,1,0,0,6,0,5,0,0,5,0,4,0,2,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,13,4,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,22,0,0,0,11,7,0,23,0,0,0,
2012-02-10,0.08260000000000023,0.23650000000000038,-0.23529999999999962,-0.18460000000000054,-0.08589999999999964,-0.14069999999999983,100,100,100,68,70,100,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,31,0,0,0,7,18,0,27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,8,6,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,23,0,0,0,8,4,0,35,0,0,0,0,0,7,10,0,6,0,1,0,0,2,4,0,0,0,0,0,1,3,0,0,0,1,0,0,3,0,4,0,0,7,0,4,0,4,0,0,11,0,0,0,0,0,1,8,0,4,0,5,3,0,2,6,0,1,0,0,0,2,1,0,0,0,1,0,0,6,0,5,0,0,5,0,4,0,2,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,25,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,13,4,0,24,0,0,0,
2012-02-11,-0.31210000000000004,-0.09000000000000075,0.23650000000000038,-0.23529999999999962,-0.18460000000000054,-0.08589999999999964,100,100,100,100,68,70,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,32,0,0,0,8,15,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,31,0,0,0,7,18,0,27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,8,6,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,23,0,0,0,8,4,0,35,0,0,0,0,0,7,10,0,6,0,1,0,0,2,4,0,0,0,0,0,1,3,0,0,0,1,0,0,3,0,4,0,0,7,0,4,0,4,0,0,11,0,0,0,0,0,1,8,0,4,0,5,3,0,2,6,0,1,0,0,0,2,1,0,0,0,1,0,0,6,0,5,0,0,5,0,4,0,2,3,0,11,0,0,0,
2012-02-12,-0.08579999999999988,0.23000000000000043,-0.09000000000000075,0.23650000000000038,-0.23529999999999962,-0.18460000000000054,100,100,100,100,100,68,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,27,0,0,0,9,7,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,32,0,0,0,8,15,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,31,0,0,0,7,18,0,27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,8,6,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,23,0,0,0,8,4,0,35,0,0,0,0,0,7,10,0,6,0,1,0,0,2,4,0,0,0,0,0,1,3,0,0,0,1,0,0,3,0,4,0,0,7,0,4,0,4,0,0,11,0,0,0,
2012-02-13,-0.2547000000000006,0.08260000000000023,0.23000000000000043,-0.09000000000000075,0.23650000000000038,-0.23529999999999962,85,100,100,100,100,100,0,0,6,4,0,3,1,4,2,0,8,2,0,0,0,0,0,2,5,0,0,0,2,0,0,6,0,3,0,0,14,0,6,0,2,5,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,27,0,0,0,9,7,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,32,0,0,0,8,15,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,31,0,0,0,7,18,0,27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,8,6,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,23,0,0,0,8,4,0,35,0,0,0,
